;
; ###########################################################################################################
; # CODE SUIVANT EST CHARGE pour le LEVEL 4 $7700=>$96FF (deux tracks A&B directement depuis la disquette) !
; ###########################################################################################################
;7700:4C 36 77    JMP $7736
963A:BA          TSX
963B:E7                   ???
963C:28          PLP
963D:34                   ???
963E:29 3B       AND #$3B
9640:22                   ???
9641:42                   ???
9642:4C 4F 41    JMP $414F
9645:44                   ???
9646:20 44 34    JSR $3444
9649:22                   ???
964A:00          BRK
964B:5F                   ???
964C:08          PHP
964D:0E 00 BA    ASL $BA00
9650:E7                   ???
9651:28          PLP
9652:34                   ???
9653:29 3B       AND #$3B
9655:22                   ???
9656:42                   ???
9657:4C 4F 41    JMP $414F
965A:44                   ???
965B:20 47 54    JSR $5447
965E:22                   ???
965F:00          BRK
9660:78          SEI
9661:08          PHP
9662:20 00 BA    JSR $BA00
9665:E7                   ???
9666:28          PLP
9667:34                   ???
9668:29 3B       AND #$3B
966A:22                   ???
966B:42                   ???
966C:4C 4F 41    JMP $414F
966F:44                   ???
9670:20 52 57    JSR $5752
9673:54                   ???
9674:53                   ???
9675:53                   ???
9676:34                   ???
9677:22                   ???
9678:00          BRK
9679:82                   ???
967A:08          PHP
967B:28          PLP
967C:00          BRK
967D:8C C9 31    STY $31C9
9680:35 31       AND $31,X
9682:00          BRK
9683:00          BRK
9684:00          BRK
9685:C9 00       CMP #$00
9687:00          BRK
9688:00          BRK
9689:00          BRK
968A:00          BRK
968B:00          BRK
968C:00          BRK
968D:00          BRK
968E:00          BRK
968F:00          BRK
9690:00          BRK
9691:00          BRK
9692:00          BRK
9693:00          BRK
9694:00          BRK
9695:00          BRK
9696:00          BRK
9697:00          BRK
9698:00          BRK
9699:00          BRK
969A:00          BRK
969B:00          BRK
969C:00          BRK
969D:00          BRK
969E:00          BRK
969F:00          BRK
96A0:00          BRK
96A1:00          BRK
96A2:00          BRK
96A3:00          BRK
96A4:00          BRK
96A5:00          BRK
96A6:00          BRK
96A7:00          BRK
96A8:00          BRK
96A9:00          BRK
96AA:00          BRK
96AB:00          BRK
96AC:00          BRK
96AD:00          BRK
96AE:00          BRK
96AF:00          BRK
96B0:00          BRK
96B1:00          BRK
96B2:00          BRK
96B3:00          BRK
96B4:00          BRK
96B5:00          BRK
96B6:00          BRK
96B7:00          BRK
96B8:00          BRK
96B9:00          BRK
96BA:00          BRK
96BB:00          BRK
96BC:00          BRK
96BD:00          BRK
96BE:00          BRK
96BF:00          BRK
96C0:00          BRK
96C1:00          BRK
96C2:00          BRK
96C3:00          BRK
96C4:00          BRK
96C5:00          BRK
96C6:00          BRK
96C7:00          BRK
96C8:00          BRK
96C9:00          BRK
96CA:00          BRK
96CB:00          BRK
96CC:00          BRK
96CD:00          BRK
96CE:00          BRK
96CF:00          BRK
96D0:00          BRK
96D1:00          BRK
96D2:00          BRK
96D3:00          BRK
96D4:00          BRK
96D5:00          BRK
96D6:00          BRK
96D7:00          BRK
96D8:00          BRK
96D9:00          BRK
96DA:00          BRK
96DB:00          BRK
96DC:00          BRK
96DD:00          BRK
96DE:00          BRK
96DF:00          BRK
96E0:00          BRK
96E1:00          BRK
96E2:00          BRK
96E3:00          BRK
96E4:00          BRK
96E5:00          BRK
96E6:00          BRK
96E7:00          BRK
96E8:00          BRK
96E9:00          BRK
96EA:00          BRK
96EB:00          BRK
96EC:00          BRK
96ED:00          BRK
96EE:00          BRK
96EF:00          BRK
96F0:00          BRK
96F1:00          BRK
96F2:00          BRK
96F3:00          BRK
96F4:00          BRK
96F5:00          BRK
96F6:00          BRK
96F7:00          BRK
96F8:00          BRK
96F9:00          BRK
96FA:00          BRK
96FB:00          BRK
96FC:00          BRK
96FD:00          BRK
96FE:00          BRK
96FF:00          BRK
